product_id,product_name,category,brand,price,mrp,margin_percentage,shelf_life_days,min_stock_level,max_stock_level
243235,Cat Food,Pet Care,,,167.74,,365,14,71
137909,Cough Syrup,Pharmacy,Dalal PLC,,1080.37,,365,23,65
305754,Frozen Vegetables,Instant & Frozen Food,,,1633.32,40.0,180,22,81
15314,Cheese,Dairy & Breakfast,Banik-Ratta,,723.56,20.0,7,,91
669378,Potatoes,Fruits & Vegetables,,212.14,282.85,25.0,3,23,
890623,Onions,,,354.52,472.69,25.0,3,27,55
91670,Dish Soap,,Barman-Ahluwalia,439.24,585.65,,365,,88
,Pain Reliever,Pharmacy,"Barad, Devi and Andra",582.87,728.59,20.0,365,10,59
63769,Lotion,Personal Care,,,1350.88,35.0,365,27,69
398340,Instant Noodles,,"Nadig, Zachariah and Soni",651.93,1086.55,,180,11,56
945635,Pulses,Grocery & Staples,,,916.35,15.0,,16,59
687218,Mango Drink,Cold Drinks & Juices,,317.82,454.03,30.0,180,22,58
799688,Lotion,Personal Care,,309.62,,35.0,365,22,90
578097,Nuts,Snacks & Munchies,,267.61,411.71,35.0,90,22,75
39154,,Fruits & Vegetables,"Suresh, Bose and Bajwa",,1262.48,25.0,3,21,84
753354,Shampoo,Personal Care,,423.56,651.63,35.0,365,20,
144124,Detergent,,Lalla-Srinivasan,162.67,,,365,11,82
891833,Curd,Dairy & Breakfast,Mani PLC,,616.49,20.0,7,11,69
767398,Dish Soap,Household Care,"Arya, Sundaram and Pingle",22.14,29.52,,,15,57
4452,,,Morar-Mistry,169.88,242.69,,365,27,100
,,Household Care,Memon Ltd,856.89,1142.52,25.0,365,,71
306177,Frozen Biryani,,Som Inc,769.24,1282.07,40.0,180,11,54
602241,Nuts,Snacks & Munchies,Bahl-Pau,976.55,,35.0,,,75
433521,Diapers,Baby Care,,,459.04,30.0,365,27,
566052,Pain Reliever,Pharmacy,"Apte, Soman and Raju",87.3,109.12,20.0,365,14,
491314,Ice Cream,,Banerjee Inc,973.44,,40.0,180,11,71
82484,Baby Food,Baby Care,Mallick PLC,914.88,1306.97,30.0,,12,73
771228,Pet Treats,Pet Care,Raja and Sons,83.18,,35.0,,25,73
704868,Detergent,Household Care,"Parikh, Oak and Kara",193.46,,25.0,365,,58
194682,Iced Tea,Cold Drinks & Juices,Sastry-Issac,912.29,,30.0,180,,
284460,Potatoes,Fruits & Vegetables,"Ramakrishnan, Anand and Khare",,674.6,25.0,3,21,85
131748,,Pet Care,"Shroff, Wason and Dugar",81.35,,,365,30,53
382511,Butter,Dairy & Breakfast,,702.54,878.17,,,26,88
853932,Baby Wipes,Baby Care,Ranganathan-Peri,941.19,1344.56,30.0,,,94
470449,Frozen Biryani,Instant & Frozen Food,Kohli-Sawhney,827.77,1379.62,,180,27,57
490939,Lotion,Personal Care,"Roy, Barad and De",80.25,123.46,35.0,,,67
658389,Popcorn,,"Chanda, Som and Vohra",152.55,234.69,35.0,90,22,68
659290,Cheese,Dairy & Breakfast,Kapadia-D’Alia,319.34,399.17,,7,18,66
687218,Mango Drink,Cold Drinks & Juices,,317.82,454.03,30.0,180,22,58
324809,Bread,Dairy & Breakfast,Sidhu PLC,608.0,760.0,,7,26,76
747801,Toilet Cleaner,Household Care,Saha-Vora,277.76,370.35,25.0,365,23,
990993,Chocolates,Snacks & Munchies,Guha-Subramaniam,263.7,,,90,22,61
,,Household Care,"Murty, Varghese and Saxena",,164.99,25.0,365,14,82
186168,Dog Food,Pet Care,,,1352.0,35.0,365,,75
112390,Toothpaste,Personal Care,"Kibe, Contractor and Randhawa",877.98,,35.0,,23,85
487065,Chips,,Kadakia-Yadav,374.68,576.43,35.0,90,27,87
993331,Pulses,Grocery & Staples,,102.44,120.52,15.0,365,28,86
146840,,,"Bains, Deol and Vaidya",786.85,983.56,20.0,7,19,
60619,,Cold Drinks & Juices,Bhasin LLC,,,30.0,180,10,97
851978,Vitamins,,Parsa-Bala,715.72,894.65,20.0,365,28,92
365133,Dish Soap,Household Care,,915.45,1220.6,25.0,365,25,60
714999,Bread,,Kala Group,,1103.14,20.0,,27,81
,,Household Care,Batta-Doctor,160.07,,25.0,365,23,96
,Nuts,Snacks & Munchies,,,411.71,35.0,90,22,75
961614,Chocolates,Snacks & Munchies,Goda Inc,227.22,349.57,,90,26,99
123983,Cough Syrup,Pharmacy,Kurian-Chhabra,785.67,982.09,20.0,,25,72
992178,Pain Reliever,Pharmacy,Basu and Sons,632.43,790.54,20.0,365,16,
470449,Frozen Biryani,Instant & Frozen Food,Kohli-Sawhney,827.77,1379.62,40.0,180,27,
187399,Frozen Pizza,Instant & Frozen Food,,53.49,89.15,40.0,180,14,73
839170,Curd,Dairy & Breakfast,Shetty and Sons,,602.04,,7,11,59
481843,Chocolates,,"Taneja, Kala and Kota",297.68,,35.0,90,10,
194682,Iced Tea,Cold Drinks & Juices,Sastry-Issac,912.29,,30.0,180,11,86
444361,Pain Reliever,Pharmacy,"Prakash, Bawa and Kale",822.63,1028.29,20.0,365,20,
700048,,Household Care,Khalsa-Bhavsar,141.28,188.37,25.0,365,25,98
,Rice,Grocery & Staples,Kanda-Gupta,71.6,84.24,15.0,365,14,64
587645,Vitamins,Pharmacy,"Sura, Pillay and Mammen",801.81,1002.26,20.0,,18,90
673058,Cough Syrup,Pharmacy,Balan-Madan,765.76,957.2,20.0,,30,94
839170,,Dairy & Breakfast,,481.63,602.04,20.0,7,11,59
137909,,Pharmacy,Dalal PLC,864.3,,20.0,365,,65
433521,Diapers,Baby Care,Mahal Group,321.33,,30.0,365,,58
327290,Sugar,,Nadkarni Inc,862.28,1014.45,15.0,365,22,65
,Cat Food,Pet Care,Acharya Ltd,671.55,,35.0,365,20,84
6405,Baby Food,Baby Care,,236.51,,,365,11,81
56589,,Pharmacy,"Pai, Kashyap and Ramachandran",517.77,647.21,,365,16,85
,Curd,Dairy & Breakfast,Pau and Sons,,,20.0,7,25,69
77308,,Fruits & Vegetables,Ratta-Sagar,223.27,297.69,,3,29,
697683,Toilet Cleaner,Household Care,"Murty, Varghese and Saxena",,164.99,25.0,365,14,82
839170,,Dairy & Breakfast,Shetty and Sons,481.63,,20.0,7,,59
679284,Cough Syrup,Pharmacy,Pant LLC,877.89,1097.36,20.0,,28,95
120532,,Grocery & Staples,Nazareth Ltd,697.53,820.62,15.0,365,,95
942001,Cat Food,Pet Care,Acharya Ltd,671.55,1033.15,,,,84
799459,,,"Garg, Kari and Kapur",852.02,1065.02,20.0,365,29,66
444361,Pain Reliever,Pharmacy,"Prakash, Bawa and Kale",,,20.0,365,20,71
952124,Onions,Fruits & Vegetables,"Wali, Sood and Bala",127.08,,,3,15,50
851978,Vitamins,Pharmacy,,715.72,894.65,20.0,365,,92
542300,,Snacks & Munchies,,255.35,392.85,,90,11,66
349294,,Fruits & Vegetables,,934.75,1246.33,,3,25,70
764014,,Grocery & Staples,"Grewal, Swamy and Dayal",,720.05,,365,30,100
734789,Popcorn,Snacks & Munchies,,,,35.0,90,22,66
455755,Detergent,Household Care,Mangal-Sathe,44.09,,25.0,365,23,
219598,Shampoo,Personal Care,Arora-Magar,367.08,,35.0,365,28,83
,Cough Syrup,,Balan-Madan,765.76,957.2,20.0,365,30,94
433521,Diapers,Baby Care,Mahal Group,321.33,459.04,30.0,365,,58
,Dog Food,Pet Care,,491.39,,35.0,365,21,84
,Popcorn,Snacks & Munchies,Gulati-Tandon,255.35,392.85,35.0,90,11,66
257719,Eggs,Dairy & Breakfast,Chaudhuri PLC,281.73,352.16,,7,17,93
757274,Pet Treats,Pet Care,"Minhas, Kapoor and Sethi",98.32,,,365,27,95
753354,Shampoo,,Sant-Mahajan,423.56,,,365,20,52
6405,Baby Food,Baby Care,Kashyap-Reddy,,337.87,30.0,365,11,
853932,,Baby Care,Ranganathan-Peri,941.19,1344.56,30.0,365,21,
807452,Pulses,Grocery & Staples,Naik Ltd,144.19,169.64,15.0,365,27,
833557,Cereal,Dairy & Breakfast,"Gole, Chand and Dada",422.87,,,7,27,69
833557,,Dairy & Breakfast,"Gole, Chand and Dada",422.87,,20.0,7,27,69
542300,Popcorn,Snacks & Munchies,Gulati-Tandon,255.35,,,90,11,66
658389,Popcorn,,"Chanda, Som and Vohra",152.55,234.69,35.0,90,22,68
993331,Pulses,,"Parmer, Gola and Yogi",102.44,120.52,15.0,365,28,86
,Diapers,Baby Care,"Kurian, Patla and Sanghvi",827.44,1182.06,30.0,365,19,84
587420,Cookies,Snacks & Munchies,Raj and Sons,,549.88,35.0,90,22,50
473929,Carrots,Fruits & Vegetables,"Bhardwaj, Bhatia and Deshmukh",440.19,586.92,,3,19,70
,Popcorn,Snacks & Munchies,Golla-Luthra,317.05,487.77,,90,28,87
706112,Vitamins,Pharmacy,"Magar, Gara and Garg",478.79,598.49,,365,12,77
672059,Toothpaste,Personal Care,Kaur-Gola,672.73,1034.97,,365,25,81
853932,Baby Wipes,,Ranganathan-Peri,941.19,,30.0,365,21,94
,Curd,Dairy & Breakfast,Shetty and Sons,481.63,602.04,20.0,7,11,59
,Cola,Cold Drinks & Juices,,44.35,63.36,30.0,,20,93
18035,Dish Soap,,Ramesh Inc,968.94,1291.92,,365,12,
714999,,Dairy & Breakfast,Kala Group,882.51,1103.14,20.0,,27,81
,Carrots,Fruits & Vegetables,"Bhardwaj, Bhatia and Deshmukh",440.19,586.92,25.0,3,,
435929,,Household Care,Memon Ltd,856.89,1142.52,25.0,,13,71
,Lotion,Personal Care,"Mannan, Naidu and Sama",400.92,616.8,35.0,365,17,100
,,Grocery & Staples,Raghavan Inc,549.47,646.44,15.0,,20,71
378287,Lemonade,Cold Drinks & Juices,Ramesh-Jain,332.84,475.49,30.0,180,,51
697683,Toilet Cleaner,,"Murty, Varghese and Saxena",123.74,164.99,,365,14,
435929,Toilet Cleaner,Household Care,Memon Ltd,,1142.52,25.0,365,13,71
60619,Iced Tea,,Bhasin LLC,,1037.73,30.0,180,10,
397973,Bananas,Fruits & Vegetables,"Wable, Randhawa and Mutti",728.73,,25.0,3,27,82
365133,Dish Soap,,Hans Inc,915.45,1220.6,25.0,365,25,
256051,Lotion,Personal Care,,,616.8,,365,17,100
914071,Chips,,Datta Ltd,296.94,,35.0,90,,90
784827,,Baby Care,Balakrishnan Ltd,274.25,391.79,30.0,365,26,77
707935,,Pet Care,"Anne, Mammen and Khatri",820.9,1262.92,35.0,365,30,97
272170,,Instant & Frozen Food,Purohit Group,140.8,234.67,40.0,180,10,
707935,Cat Food,Pet Care,"Anne, Mammen and Khatri",,,,365,30,97
739534,,Household Care,"Gera, Narang and Karpe",994.56,1326.08,25.0,365,14,59
237083,Cough Syrup,,Hayer-Banerjee,577.13,,20.0,365,,86
602241,Nuts,,Bahl-Pau,976.55,1502.38,35.0,90,,75
784673,Dog Food,Pet Care,Ramanathan Group,,755.98,35.0,365,21,84
604184,Toilet Cleaner,Household Care,"Gaba, Sodhi and Choudhary",,530.07,,365,24,
516376,Onions,Fruits & Vegetables,Agarwal-Dhar,877.43,,25.0,3,,71
798639,Eggs,Dairy & Breakfast,,211.25,264.06,20.0,,12,78
336847,Toilet Cleaner,,"Dayal, Mammen and More",936.98,1249.31,25.0,365,17,55
,Rice,Grocery & Staples,Tella-Master,134.69,,15.0,,26,89
,Ice Cream,Instant & Frozen Food,Purohit Group,140.8,,40.0,180,10,92
14145,Spinach,Fruits & Vegetables,,630.84,841.12,25.0,,14,53
319388,Orange Juice,Cold Drinks & Juices,,657.8,939.71,30.0,180,26,56
753354,Shampoo,,,423.56,651.63,35.0,365,20,
455755,Detergent,Household Care,Mangal-Sathe,44.09,,25.0,365,,53
952124,Onions,Fruits & Vegetables,,127.08,169.44,,3,15,50
784827,Baby Wipes,Baby Care,,274.25,391.79,30.0,365,26,77
,Carrots,Fruits & Vegetables,Uppal Group,825.46,1100.61,25.0,3,24,90
382511,Butter,Dairy & Breakfast,,702.54,878.17,20.0,,26,88
937542,Wheat Flour,Grocery & Staples,Khurana and Sons,97.04,114.16,15.0,,28,93
901144,Sugar,Grocery & Staples,,340.36,400.42,15.0,365,12,71
812607,Potatoes,,,416.65,555.53,25.0,3,11,63
,Chocolates,Snacks & Munchies,,297.68,457.97,35.0,,10,88
721521,Rice,Grocery & Staples,,417.39,491.05,15.0,365,,
287070,Wheat Flour,Grocery & Staples,"Gala, Magar and Rajagopal",443.17,521.38,15.0,365,,93
228286,Cola,Cold Drinks & Juices,Bhattacharyya PLC,179.08,255.83,30.0,180,26,
237083,Cough Syrup,Pharmacy,,577.13,721.41,20.0,365,,86
647462,Lotion,Personal Care,,,502.18,35.0,365,22,64
376447,,Dairy & Breakfast,Gara and Sons,724.84,906.05,20.0,,17,
,Toilet Cleaner,Household Care,"Gaba, Sodhi and Choudhary",397.55,530.07,25.0,365,24,84
687218,Mango Drink,Cold Drinks & Juices,,317.82,454.03,30.0,,22,58
26060,Vitamins,,Shah and Sons,342.94,428.67,20.0,365,25,57
,Mango Drink,Cold Drinks & Juices,Jha Group,432.0,617.14,30.0,180,20,91
490939,Lotion,,"Roy, Barad and De",80.25,123.46,35.0,,12,
,Pet Treats,Pet Care,Pillay-Ahuja,517.03,795.43,35.0,365,16,
,Toothpaste,Personal Care,Ben-Ravi,,66.23,35.0,365,18,82
,Chips,Snacks & Munchies,,296.94,456.83,35.0,,25,90
853932,Baby Wipes,Baby Care,Ranganathan-Peri,,1344.56,30.0,365,21,94
306177,Frozen Biryani,Instant & Frozen Food,Som Inc,769.24,1282.07,,,11,54
890232,Mango Drink,Cold Drinks & Juices,,432.0,617.14,30.0,180,20,91
,Potatoes,Fruits & Vegetables,Chadha and Sons,212.14,282.85,25.0,3,23,70
673058,Cough Syrup,,,765.76,957.2,20.0,365,30,94
513199,Cola,Cold Drinks & Juices,,422.23,,,180,26,52
667163,Orange Juice,Cold Drinks & Juices,Palla LLC,,,30.0,180,25,72
365133,Dish Soap,Household Care,Hans Inc,915.45,,25.0,365,,60
991434,Cookies,Snacks & Munchies,,237.62,365.57,35.0,90,12,87
914071,Chips,,Datta Ltd,296.94,456.83,35.0,90,25,90
444361,Pain Reliever,Pharmacy,"Prakash, Bawa and Kale",,1028.29,20.0,365,20,
491521,Nuts,Snacks & Munchies,,556.35,,35.0,90,28,98
,Cough Syrup,Pharmacy,Balan-Madan,765.76,957.2,20.0,365,,
57405,Baby Food,Baby Care,Srinivas PLC,,868.1,30.0,365,21,64
654623,Chips,,Pradhan and Sons,422.14,649.45,,90,18,76
89084,Milk,Dairy & Breakfast,"Wali, Virk and Iyer",,748.54,20.0,7,27,74
726958,Cat Food,Pet Care,,887.48,1365.35,,365,18,79
525531,,Pet Care,Sandal PLC,,1278.62,35.0,365,28,
606256,Frozen Biryani,,,369.28,615.47,40.0,180,16,57
880510,Bread,Dairy & Breakfast,Roy-Char,951.43,,,7,,54
679865,Wheat Flour,Grocery & Staples,Memon-Barad,347.91,,15.0,365,14,85
566052,Pain Reliever,Pharmacy,"Apte, Soman and Raju",87.3,109.12,,365,14,53
644847,Salt,Grocery & Staples,"Jhaveri, Kata and Kapur",,732.72,15.0,365,24,52
107548,,Cold Drinks & Juices,,891.6,1273.71,30.0,,27,53
567671,,,Nagar LLC,418.48,643.82,,90,12,90
712003,Cola,Cold Drinks & Juices,,671.68,,,180,30,54
903336,Pulses,Grocery & Staples,"Vaidya, Amble and Palla",551.88,649.27,15.0,365,14,
578097,,Snacks & Munchies,Jha Group,267.61,411.71,35.0,,,75
760828,Pet Treats,Pet Care,"Khurana, Khosla and Yohannan",563.45,866.85,,,23,93
839170,Curd,Dairy & Breakfast,Shetty and Sons,481.63,602.04,20.0,7,11,
707935,Cat Food,Pet Care,"Anne, Mammen and Khatri",820.9,1262.92,35.0,365,,97
432617,Baby Wipes,Baby Care,,863.18,1233.11,,365,,97
473647,Toothpaste,Personal Care,Ben-Ravi,,66.23,35.0,365,18,82
,,Snacks & Munchies,,690.08,1061.66,35.0,90,23,71
,Detergent,Household Care,"Parikh, Oak and Kara",193.46,257.95,25.0,365,24,58
,Chips,Snacks & Munchies,,296.94,456.83,35.0,90,25,90
144124,Detergent,Household Care,Lalla-Srinivasan,162.67,,25.0,365,,82
319388,Orange Juice,Cold Drinks & Juices,,657.8,939.71,30.0,180,26,56
757274,,,"Minhas, Kapoor and Sethi",,151.26,35.0,365,27,95
851978,,Pharmacy,Parsa-Bala,715.72,894.65,,365,,92
709916,Detergent,Household Care,Varkey LLC,33.76,45.01,25.0,365,,88
,Lotion,Personal Care,Munshi-Grewal,,492.0,35.0,365,19,75
712003,,,"Karan, Bandi and Acharya",671.68,959.54,30.0,180,30,54
336847,Toilet Cleaner,Household Care,"Dayal, Mammen and More",936.98,1249.31,25.0,365,17,
654297,Potatoes,Fruits & Vegetables,Chandran-Dass,13.25,17.67,,3,20,86
319388,Orange Juice,Cold Drinks & Juices,D’Alia-Dey,657.8,,30.0,180,26,56
,Vitamins,Pharmacy,Kara-Golla,832.06,1040.07,20.0,365,26,66
,,Dairy & Breakfast,Trivedi-Ahluwalia,154.5,,20.0,7,24,87
,Pet Treats,,Pillay-Ahuja,517.03,795.43,35.0,365,16,
615545,,Personal Care,Barman Inc,448.16,689.48,35.0,365,20,67
516376,,Fruits & Vegetables,Agarwal-Dhar,877.43,1169.91,25.0,,21,71
,Toilet Cleaner,Household Care,"Murty, Varghese and Saxena",123.74,164.99,25.0,365,14,
82484,Baby Food,Baby Care,Mallick PLC,914.88,,30.0,,12,73
455755,,Household Care,Mangal-Sathe,44.09,58.79,25.0,365,23,53
667163,Orange Juice,,,441.2,630.29,30.0,180,25,72
820973,,Baby Care,Lall LLC,114.52,163.6,30.0,365,29,56
611575,Frozen Pizza,Instant & Frozen Food,"Bhat, Nigam and Hayer",482.06,,40.0,180,,87
337168,Eggs,Dairy & Breakfast,Dasgupta PLC,545.49,681.86,,,25,
669378,,Fruits & Vegetables,Chadha and Sons,212.14,282.85,,3,,70
,Eggs,Dairy & Breakfast,Subramaniam LLC,211.25,264.06,20.0,,12,78
681063,Mango Drink,Cold Drinks & Juices,Dass and Sons,321.28,,30.0,,20,91
153019,,Fruits & Vegetables,Aurora LLC,,,25.0,3,13,88
136533,,,"Raghavan, Magar and Shanker",,1032.76,20.0,7,15,75
264803,,Pharmacy,Gole-Doshi,995.98,1244.97,,365,17,69
723678,Dog Food,Pet Care,"Lall, Datta and Swamy",675.46,,35.0,365,14,97
440875,,Baby Care,Loyal Inc,275.03,,30.0,365,15,80
107548,Cola,,"Bhandari, Bhasin and Palan",891.6,1273.71,30.0,180,27,53
741341,Eggs,Dairy & Breakfast,Prasad LLC,923.84,,20.0,7,13,62
154179,,Pharmacy,"Barad, Devi and Andra",,728.59,20.0,365,10,
820973,Baby Wipes,,Lall LLC,114.52,163.6,30.0,365,29,
34186,Mangoes,,Mandal-Kar,925.65,1234.2,,3,27,
820973,Baby Wipes,Baby Care,Lall LLC,114.52,163.6,30.0,365,29,
615545,Soap,Personal Care,Barman Inc,448.16,689.48,35.0,,20,67
237083,Cough Syrup,,,577.13,721.41,,365,24,86
812607,Potatoes,Fruits & Vegetables,Rege Group,416.65,,,3,11,
734789,Popcorn,Snacks & Munchies,"Chaudhari, Pant and Singh",395.82,,35.0,,22,66
4452,Baby Wipes,Baby Care,,,,30.0,365,27,100
679284,Cough Syrup,Pharmacy,Pant LLC,,,20.0,,28,95
,Iced Tea,,"Warrior, Ravel and Amble",,17.6,30.0,180,12,61
36412,,Household Care,Muni-Shankar,397.68,530.24,25.0,365,27,92
274207,Cough Syrup,Pharmacy,"Savant, Batta and Mander",328.51,410.64,20.0,365,,51
883013,Eggs,Dairy & Breakfast,,989.88,1237.35,20.0,7,13,98
687218,Mango Drink,Cold Drinks & Juices,,317.82,454.03,30.0,180,,58
747801,Toilet Cleaner,Household Care,Saha-Vora,,370.35,25.0,,23,71
654297,Potatoes,Fruits & Vegetables,Chandran-Dass,13.25,17.67,25.0,,20,86
123983,Cough Syrup,Pharmacy,Kurian-Chhabra,785.67,982.09,,365,25,72
324809,Bread,Dairy & Breakfast,Sidhu PLC,,760.0,20.0,7,26,
525531,Dog Food,Pet Care,Sandal PLC,831.1,1278.62,35.0,365,,65
365133,Dish Soap,Household Care,Hans Inc,915.45,1220.6,25.0,365,,
,,Fruits & Vegetables,,127.08,169.44,25.0,3,15,50
376447,Butter,Dairy & Breakfast,,,906.05,20.0,7,17,64
435929,Toilet Cleaner,Household Care,Memon Ltd,,1142.52,25.0,365,,71
328457,,Cold Drinks & Juices,,858.57,1226.53,,180,12,76
187399,Frozen Pizza,Instant & Frozen Food,Chauhan Inc,53.49,,,,14,73
679321,,Cold Drinks & Juices,,,1054.94,30.0,180,20,68
990993,Chocolates,,,263.7,405.69,35.0,90,22,61
799459,Vitamins,Pharmacy,"Garg, Kari and Kapur",852.02,1065.02,20.0,365,,
473929,Carrots,Fruits & Vegetables,"Bhardwaj, Bhatia and Deshmukh",440.19,586.92,,3,,70
,Diapers,Baby Care,Mahal Group,321.33,459.04,30.0,365,27,58
336847,Toilet Cleaner,Household Care,"Dayal, Mammen and More",936.98,,,,17,55
56589,Vitamins,Pharmacy,"Pai, Kashyap and Ramachandran",517.77,647.21,20.0,,16,
677169,Cough Syrup,Pharmacy,Char-Divan,,,20.0,365,12,77
478531,,Fruits & Vegetables,Uppal Group,825.46,1100.61,25.0,3,24,
15314,,Dairy & Breakfast,,578.85,723.56,20.0,7,30,91
171602,Cola,Cold Drinks & Juices,Pal-Sehgal,883.44,,30.0,180,,
,Ice Cream,Instant & Frozen Food,Mohan-Virk,,1027.42,40.0,,11,58
883013,Eggs,Dairy & Breakfast,Chahal Group,989.88,,20.0,7,13,
847349,Potatoes,,Chhabra-Agrawal,781.08,1041.44,25.0,3,26,69
14145,Spinach,Fruits & Vegetables,"Thakur, Shah and Pingle",,841.12,25.0,3,14,53
611575,Frozen Pizza,Instant & Frozen Food,,482.06,803.43,40.0,180,25,87
880510,Bread,Dairy & Breakfast,Roy-Char,951.43,1189.29,,,29,54
36412,Dish Soap,,Muni-Shankar,397.68,530.24,25.0,365,,
563740,Chips,Snacks & Munchies,,96.33,148.2,,,20,61
196719,Bananas,Fruits & Vegetables,Yogi Group,217.5,,25.0,3,15,91
,Lotion,Personal Care,"Sampath, Mane and Mody",816.38,1255.97,35.0,365,21,50
611575,Frozen Pizza,Instant & Frozen Food,,482.06,803.43,40.0,180,,87
,Bread,Dairy & Breakfast,"Bains, Deol and Vaidya",786.85,983.56,20.0,7,19,89
,Detergent,Household Care,Edwin-Lall,68.49,91.32,25.0,365,21,72
,Orange Juice,Cold Drinks & Juices,Murthy-Kaul,130.01,185.73,30.0,180,24,74
567671,Biscuits,,Nagar LLC,418.48,643.82,35.0,90,12,90
925482,Frozen Biryani,,,475.04,791.73,40.0,180,23,66
319388,Orange Juice,Cold Drinks & Juices,D’Alia-Dey,,939.71,30.0,180,26,56
,Dog Food,Pet Care,Sandal PLC,831.1,1278.62,35.0,,,65
712307,Orange Juice,Cold Drinks & Juices,Chana LLC,,378.41,30.0,180,16,
798639,Eggs,,Subramaniam LLC,211.25,264.06,20.0,7,12,78
317242,Pulses,Grocery & Staples,Rastogi Group,198.15,,15.0,365,22,63
,Vitamins,Pharmacy,,942.37,1177.96,20.0,365,14,
863930,Shampoo,,,242.57,373.18,35.0,365,26,72
714999,Bread,,Kala Group,882.51,1103.14,20.0,7,27,81
606256,Frozen Biryani,Instant & Frozen Food,Agate Ltd,369.28,615.47,,180,,57
,Vitamins,Pharmacy,"Magar, Gara and Garg",478.79,598.49,20.0,365,12,77
,,Pharmacy,"Ramanathan, Joshi and Srinivasan",183.76,229.7,20.0,,11,61
473929,Carrots,Fruits & Vegetables,"Bhardwaj, Bhatia and Deshmukh",440.19,586.92,25.0,,,70
753354,Shampoo,Personal Care,,423.56,,35.0,,20,52
965755,Bananas,Fruits & Vegetables,,532.57,710.09,25.0,3,21,
451812,Pain Reliever,Pharmacy,"Batra, Sant and Mandal",530.85,663.56,20.0,365,,63
194682,Iced Tea,Cold Drinks & Juices,Sastry-Issac,912.29,1303.27,,180,11,86
11422,Potatoes,,Ramaswamy-Tata,,169.55,25.0,3,20,65
385113,Lotion,Personal Care,,816.38,1255.97,35.0,365,21,50
366066,,Personal Care,Mandal LLC,,1413.2,35.0,365,16,52
,Baby Wipes,Baby Care,Balakrishnan Ltd,,391.79,30.0,365,26,77
681063,,Cold Drinks & Juices,Dass and Sons,321.28,458.97,30.0,,20,91
,Eggs,,Prasad LLC,923.84,1154.8,,7,13,62
760684,Rice,Grocery & Staples,Kanda-Gupta,,,15.0,365,14,64
183929,Bread,Dairy & Breakfast,"Nagi, Sampath and Khurana",738.74,923.42,20.0,,20,73
94225,Toilet Cleaner,Household Care,"Gulati, Ram and Sarkar",77.11,102.81,25.0,365,13,
317242,,Grocery & Staples,Rastogi Group,198.15,233.12,,365,,63
15314,,Dairy & Breakfast,,578.85,723.56,20.0,7,,91
,Biscuits,Snacks & Munchies,"Andra, Mander and Kari",280.35,,35.0,90,27,64
585299,Pet Treats,,"Sharma, Chandra and Prashad",,1229.94,,365,13,50
,,Pet Care,Narayanan-Kumar,392.22,603.42,35.0,365,30,98
382511,,Dairy & Breakfast,Bora-Thakkar,702.54,,20.0,7,,88
196719,Bananas,Fruits & Vegetables,Yogi Group,,290.0,25.0,3,15,91
373536,Dog Food,,,494.17,,35.0,365,14,64
378676,,Cold Drinks & Juices,Baral-Kamdar,881.42,1259.17,30.0,,19,65
707935,,Pet Care,"Anne, Mammen and Khatri",820.9,1262.92,35.0,,,97
692985,Pulses,Grocery & Staples,,197.39,,15.0,365,30,86
,Baby Wipes,Baby Care,Ranganathan-Peri,941.19,1344.56,30.0,365,21,94
621677,Frozen Biryani,Instant & Frozen Food,Sabharwal-Mital,317.8,,,180,15,
726958,,Pet Care,Doctor-Patla,,1365.35,35.0,,18,79
327290,,Grocery & Staples,Nadkarni Inc,862.28,,15.0,365,22,
970529,Diapers,,"Kurian, Patla and Sanghvi",827.44,1182.06,30.0,,19,84
500739,,Dairy & Breakfast,Aggarwal Group,,449.98,20.0,7,18,81
799459,Vitamins,,"Garg, Kari and Kapur",852.02,1065.02,20.0,365,29,
,Curd,Dairy & Breakfast,Shetty and Sons,481.63,602.04,20.0,7,11,59
373536,,Pet Care,Chauhan-Sabharwal,494.17,,35.0,365,,64
587645,Vitamins,,,801.81,,20.0,365,18,90
,Orange Juice,Cold Drinks & Juices,Baral-Kamdar,881.42,1259.17,30.0,,19,65
492958,Lotion,Personal Care,Acharya PLC,84.2,129.54,,,26,88
398340,Instant Noodles,Instant & Frozen Food,"Nadig, Zachariah and Soni",651.93,,40.0,,,56
799459,Vitamins,,"Garg, Kari and Kapur",852.02,1065.02,20.0,365,29,66
,Mangoes,,"Suresh, Bose and Bajwa",946.86,1262.48,25.0,3,21,
606256,Frozen Biryani,Instant & Frozen Food,Agate Ltd,,615.47,40.0,180,16,57
365133,,Household Care,Hans Inc,915.45,1220.6,25.0,365,,60
,Orange Juice,Cold Drinks & Juices,Toor-Nagar,16.86,,30.0,,11,74
,,,Jha Group,267.61,411.71,35.0,90,22,75
764014,Salt,Grocery & Staples,"Grewal, Swamy and Dayal",612.04,720.05,15.0,365,,100
365132,,Instant & Frozen Food,Dar-Kumar,229.38,382.3,40.0,180,19,70
697683,,,"Murty, Varghese and Saxena",,164.99,25.0,365,14,82
306177,Frozen Biryani,Instant & Frozen Food,Som Inc,769.24,,40.0,180,,54
300159,Cola,Cold Drinks & Juices,"Basu, Rout and Mistry",44.35,63.36,,180,20,93
820973,Baby Wipes,Baby Care,Lall LLC,114.52,163.6,30.0,,29,56
,Wheat Flour,Grocery & Staples,Nadig Ltd,568.94,669.34,15.0,365,28,98
